,M,T,W,R,F,Tmax,Tmin,FeelsLike,Precipitation,WindSpeed,CloudCover,RelativeHumidity,Demand
11205,1,0,0,0,0,71.1,50.4,60.6,0.17,8.5,86.0,73.66,911.0
11206,0,1,0,0,0,68.8,51.7,59.4,1.03,12.3,89.8,81.5,263.0
11207,0,0,1,0,0,52.7,42.7,39.9,0.35,15.9,83.1,72.97,819.0
11208,0,0,0,1,0,61.0,29.9,26.5,0.0,10.5,8.4,43.28,297.0
11209,0,0,0,0,1,65.3,34.3,35.9,0.0,11.3,10.1,40.19,871.0
11210,1,0,0,0,0,69.2,37.2,35.3,0.0,8.7,24.9,41.43,869.0
11211,0,1,0,0,0,66.5,45.8,45.1,0.0,13.1,74.5,60.11,270.0
11212,0,0,1,0,0,74.9,57.1,64.7,0.05,13.7,81.4,60.08,874.0
11213,0,0,0,1,0,65.1,51.9,58.4,1.27,8.8,84.5,85.4,270.0
11214,0,0,0,0,1,72.4,52.5,64.4,0.15,13.0,62.1,61.56,913.0
11215,1,0,0,0,0,58.9,42.2,46.2,1.3,18.1,60.8,84.72,761.0
11216,0,1,0,0,0,65.3,48.5,43.5,1.15,18.9,89.7,79.62,234.0
11217,0,0,1,0,0,61.3,32.0,35.6,0.0,13.1,10.0,50.34,923.0
11218,0,0,0,1,0,73.4,36.1,55.4,0.0,12.1,19.1,53.55,281.0
11219,0,0,0,0,1,64.1,40.6,35.8,0.97,14.0,86.6,82.49,806.0
11220,1,0,0,0,0,39.4,31.5,22.8,0.04,15.9,89.7,65.15,790.0
11221,0,1,0,0,0,46.1,27.6,20.2,0.0,13.2,35.8,39.09,268.0
11222,0,0,1,0,0,58.6,23.4,41.4,0.0,7.0,5.2,47.95,982.0
11223,0,0,0,1,0,68.4,31.6,49.4,0.0,11.2,1.2,49.91,299.0
11224,0,0,0,0,1,73.4,37.5,54.6,0.0,7.9,13.4,53.17,979.0
11225,1,0,0,0,0,75.2,40.1,58.0,0.0,12.5,18.0,56.83,909.0
11226,0,1,0,0,0,80.0,43.9,79.0,0.0,4.9,28.9,57.6,338.0
11227,0,0,1,0,0,75.2,50.5,62.1,0.11,12.7,58.4,64.26,910.0
11228,0,0,0,1,0,78.6,53.5,65.0,0.07,13.5,42.8,58.2,275.0
11229,0,0,0,0,1,71.2,52.8,61.3,0.28,13.5,65.0,77.18,839.0
11230,1,0,0,0,0,67.5,53.4,59.3,0.02,20.4,52.0,63.09,820.0
11231,0,1,0,0,0,74.1,41.0,42.3,0.0,20.0,1.8,46.99,233.0
11232,0,0,1,0,0,66.7,45.4,57.0,0.01,5.6,47.5,61.05,968.0
11233,0,0,0,1,0,75.6,46.8,60.1,0.13,14.2,58.6,66.72,301.0
11234,0,0,0,0,1,61.0,46.2,42.7,0.02,17.2,68.5,59.96,767.0
11235,1,0,0,0,0,62.1,31.8,44.9,0.0,9.1,35.2,56.66,944.0
11236,0,1,0,0,0,59.4,38.9,50.2,0.0,8.6,88.3,62.22,274.0
11237,0,0,1,0,0,64.0,46.1,46.2,0.0,7.6,87.2,53.36,884.0
11238,0,0,0,1,0,63.3,46.4,46.1,0.02,10.8,70.6,54.53,302.0
11239,0,0,0,0,1,72.8,38.5,55.9,0.0,14.8,31.3,56.9,902.0
11240,1,0,0,0,0,55.7,34.4,30.7,0.03,15.8,82.2,59.03,770.0
11241,0,1,0,0,0,53.6,25.8,31.1,0.0,14.3,23.2,55.61,309.0
11242,0,0,1,0,0,57.3,28.8,44.1,0.0,10.6,36.8,58.16,894.0
11243,0,0,0,1,0,57.4,44.0,43.8,0.76,8.5,57.8,80.51,286.0
11244,0,0,0,0,1,63.2,47.7,48.3,0.04,10.7,51.4,69.64,925.0
11245,1,0,0,0,0,77.3,37.8,47.7,0.0,5.3,12.9,58.33,942.0
11246,0,1,0,0,0,81.6,47.9,80.6,0.0,9.1,23.5,58.97,310.0
11247,0,0,1,0,0,81.2,58.7,81.4,0.0,14.6,73.3,65.66,944.0
11248,0,0,0,1,0,77.7,58.8,68.6,0.03,18.1,83.9,72.42,274.0
11249,0,0,0,0,1,72.7,51.0,63.4,0.09,17.6,40.5,55.24,868.0
11250,1,0,0,0,0,86.5,66.4,88.9,0.0,6.4,57.1,77.67,1052.0
11251,0,1,0,0,0,87.8,66.8,89.2,0.0,10.4,41.4,74.5,324.0
11252,0,0,1,0,0,89.0,65.6,91.5,0.0,6.9,39.4,76.62,1059.0
11253,0,0,0,1,0,86.9,66.8,91.1,0.0,10.4,52.0,80.55,337.0
11254,0,0,0,0,1,85.4,68.2,90.3,0.42,6.5,49.8,82.33,990.0
11255,1,0,0,0,0,82.6,70.2,85.9,0.58,12.8,67.5,83.84,929.0
11256,0,1,0,0,0,82.3,69.6,83.7,0.0,5.5,67.4,80.26,289.0
11257,0,0,1,0,0,82.6,69.7,86.3,0.25,4.6,71.3,86.65,997.0
11258,0,0,0,1,0,82.8,70.1,87.7,0.29,5.3,60.9,87.33,359.0
11259,0,0,0,0,1,86.8,70.4,92.4,0.14,14.2,55.2,85.54,956.0
11260,1,0,0,0,0,86.9,68.9,90.6,0.02,18.8,61.1,84.03,955.0
11261,0,1,0,0,0,85.1,69.5,86.7,0.15,12.1,59.4,79.68,297.0
11262,0,0,1,0,0,79.2,58.0,68.6,0.0,6.9,36.3,69.77,1033.0
11263,0,0,0,1,0,81.8,53.0,80.7,0.0,4.0,10.1,72.15,353.0
11264,0,0,0,0,1,83.0,56.4,82.4,0.0,7.0,10.5,74.34,1060.0
11265,1,0,0,0,0,86.7,58.2,86.1,0.0,6.6,14.9,71.69,1007.0
11266,0,1,0,0,0,84.5,62.0,85.7,0.01,8.2,51.7,75.74,358.0
11267,0,0,1,0,0,86.6,63.3,89.2,0.01,5.5,37.0,78.45,1056.0
11268,0,0,0,1,0,89.5,65.1,92.8,0.15,6.8,36.6,79.7,340.0
11269,0,0,0,0,1,83.1,69.5,86.1,0.19,10.8,55.5,79.56,1013.0
11270,1,0,0,0,0,85.2,68.0,87.4,0.32,6.5,68.4,80.32,1007.0
11271,0,1,0,0,0,81.1,64.9,82.8,0.03,8.4,57.1,80.47,327.0
11272,0,0,1,0,0,78.1,60.6,67.9,0.0,11.5,40.7,74.9,1004.0
11273,0,0,0,1,0,79.3,55.4,66.4,0.0,6.6,31.6,75.1,308.0
11274,0,0,0,0,1,69.4,62.9,65.8,0.84,5.9,64.2,91.18,957.0
11275,1,0,0,0,0,71.8,55.7,64.6,0.0,9.6,67.7,80.41,942.0
11276,0,1,0,0,0,69.3,52.2,59.4,0.0,6.6,66.6,79.17,284.0
11277,0,0,1,0,0,71.0,45.6,44.4,0.0,7.6,1.8,62.16,999.0
11278,0,0,0,1,0,71.0,44.2,43.3,0.0,7.8,0.3,59.39,313.0
11279,0,0,0,0,1,70.4,42.2,55.7,0.0,7.3,28.4,71.91,967.0
11280,1,0,0,0,0,68.7,50.9,58.5,0.0,4.2,69.3,79.99,1064.0
11281,0,1,0,0,0,63.3,57.4,59.7,0.34,6.0,78.2,91.53,333.0
11282,0,0,1,0,0,64.4,58.6,61.2,1.42,7.1,78.9,95.67,885.0
11283,0,0,0,1,0,73.5,59.4,65.6,0.0,4.8,80.9,86.92,325.0
11284,0,0,0,0,1,76.3,60.7,66.8,0.0,3.5,71.7,84.93,1013.0
11285,1,0,0,0,0,79.6,61.2,69.4,0.2,8.8,57.8,78.99,925.0
11286,0,1,0,0,0,66.6,52.8,56.4,0.96,9.7,72.5,93.81,272.0
11287,0,0,1,0,0,67.5,45.5,46.1,0.0,13.8,34.0,77.69,932.0
11288,0,0,0,1,0,69.8,46.5,56.9,0.0,10.9,34.1,76.25,298.0
11289,0,0,0,0,1,62.0,40.1,46.2,0.0,5.4,32.5,75.35,984.0
11290,1,0,0,0,0,66.9,39.7,47.5,0.0,6.4,19.6,74.43,953.0
11291,0,1,0,0,0,68.8,42.5,41.8,0.0,10.6,20.1,77.16,290.0
11292,0,0,1,0,0,67.6,47.8,55.8,0.0,6.6,39.1,76.45,970.0
11293,0,0,0,1,0,73.7,43.1,56.6,0.0,10.9,10.7,78.68,311.0
11294,0,0,0,0,1,75.2,47.6,59.9,0.0,12.2,23.0,79.47,948.0
11295,1,0,0,0,0,79.3,49.6,62.8,0.0,5.8,32.8,79.28,1040.0
11296,0,1,0,0,0,72.1,54.9,62.7,0.0,6.8,67.7,81.04,296.0
11297,0,0,1,0,0,64.5,60.0,62.4,0.89,6.3,89.0,95.03,888.0
11298,0,0,0,1,0,72.7,63.0,66.8,0.92,9.0,90.9,86.88,291.0
11299,0,0,0,0,1,72.8,60.9,65.8,0.01,6.9,86.1,88.98,1033.0
11300,1,0,0,0,0,69.0,47.6,61.5,0.06,8.7,60.7,78.48,958.0
11301,0,1,0,0,0,75.5,42.2,55.3,0.0,3.6,11.3,71.69,308.0
11302,0,0,1,0,0,76.5,44.6,59.7,0.0,12.5,27.7,75.59,966.0
11303,0,0,0,1,0,62.5,43.0,49.5,0.04,8.6,76.9,67.46,283.0
11304,0,0,0,0,1,60.9,34.6,31.9,0.0,4.3,21.5,65.24,951.0
11305,1,0,0,0,0,68.7,37.0,40.1,0.0,4.9,8.6,64.34,997.0
11306,0,1,0,0,0,73.5,44.0,43.0,0.0,5.9,21.1,72.04,315.0
11307,0,0,1,0,0,76.6,48.0,47.8,0.0,3.4,10.8,78.25,1014.0
11308,0,0,0,1,0,78.5,48.4,61.6,0.0,5.6,10.5,76.39,387.0
11309,0,0,0,0,1,81.2,51.4,80.5,0.0,4.1,21.0,76.26,1078.0
11310,1,0,0,0,0,79.5,51.3,63.8,0.01,7.6,31.9,77.46,1017.0
11311,0,1,0,0,0,72.5,56.1,63.8,0.07,5.3,76.4,85.36,350.0
11312,0,0,1,0,0,74.7,57.9,65.3,0.04,6.9,72.1,80.72,993.0
11313,0,0,0,1,0,74.0,56.7,64.2,0.0,7.7,81.0,79.32,302.0
11314,0,0,0,0,1,73.7,56.6,65.1,0.0,8.4,74.4,78.84,946.0
11315,1,0,0,0,0,66.8,54.6,61.4,0.48,3.9,83.2,93.39,969.0
11316,0,1,0,0,0,77.7,63.9,68.1,1.32,16.2,88.4,85.85,237.0
11317,0,0,1,0,0,60.8,43.6,42.1,0.14,19.0,87.5,69.61,829.0
11318,0,0,0,1,0,61.1,33.8,43.2,0.0,6.6,19.8,69.04,276.0
11319,0,0,0,0,1,63.1,43.6,34.9,0.03,21.5,69.5,63.81,808.0
11320,1,0,0,0,0,48.1,30.4,24.0,0.0,16.6,21.0,47.07,872.0
11321,0,1,0,0,0,58.5,27.3,34.6,0.0,6.6,0.8,59.89,312.0
11322,0,0,1,0,0,69.3,32.2,49.1,0.0,6.5,0.0,62.21,959.0
11323,0,0,0,1,0,66.7,36.4,49.5,0.0,6.7,22.3,64.89,311.0
11324,0,0,0,0,1,72.2,38.8,52.5,0.0,3.2,26.1,66.0,994.0
11325,1,0,0,0,0,76.0,39.4,55.2,0.0,2.3,0.0,72.31,1030.0
11326,0,1,0,0,0,76.9,45.9,47.1,0.0,7.4,23.2,73.85,304.0
11327,0,0,1,0,0,77.3,50.8,62.8,0.0,8.9,17.8,69.45,957.0
11328,0,0,0,1,0,76.7,51.5,64.5,0.03,10.1,43.8,73.69,345.0
11329,0,0,0,0,1,75.4,64.0,68.3,1.03,6.7,94.0,88.95,945.0
11330,1,0,0,0,0,64.0,55.3,60.1,0.87,8.9,95.3,87.7,854.0
11331,0,1,0,0,0,65.0,44.4,46.3,0.01,12.1,60.4,69.56,290.0
11332,0,0,1,0,0,66.9,37.0,46.7,0.0,4.6,49.1,68.85,980.0
11333,0,0,0,1,0,70.6,48.5,44.9,0.04,24.5,46.8,60.03,240.0
11334,0,0,0,0,1,54.9,32.1,34.2,0.0,14.0,0.1,53.83,905.0
11335,1,0,0,0,0,50.9,30.2,27.5,0.0,15.2,13.3,53.77,885.0
11336,0,1,0,0,0,47.1,26.9,26.2,0.0,6.4,2.6,55.07,314.0
11337,0,0,1,0,0,62.5,28.6,25.8,0.0,5.2,0.6,55.39,983.0
11338,0,0,0,1,0,63.0,30.5,43.8,0.0,12.4,1.6,70.37,323.0
11339,0,0,0,0,1,65.2,34.3,46.9,0.0,2.3,30.8,77.87,1028.0
11340,1,0,0,0,0,64.6,40.4,51.6,0.0,11.9,65.6,75.45,900.0
11341,0,1,0,0,0,55.1,33.6,35.7,0.24,11.5,59.6,70.53,289.0
11342,0,0,1,0,0,56.9,29.5,38.7,0.0,5.7,44.0,69.04,966.0
11343,0,0,0,1,0,65.7,38.5,35.5,0.01,13.2,78.3,64.17,281.0
11344,0,0,0,0,1,65.6,43.3,57.1,0.01,12.4,52.4,74.66,983.0
11345,1,0,0,0,0,59.8,35.7,46.1,0.0,8.8,47.2,80.61,986.0
11346,0,1,0,0,0,59.3,38.8,39.1,0.0,6.8,40.7,70.48,307.0
11347,0,0,1,0,0,57.6,32.4,44.3,0.01,5.1,51.7,74.01,962.0
11348,0,0,0,1,0,49.4,33.0,24.0,0.39,16.1,98.4,90.69,231.0
11349,0,0,0,0,1,32.6,28.4,17.8,0.07,14.8,99.4,81.03,844.0
11350,1,0,0,0,0,40.4,24.1,16.6,0.0,10.4,42.7,72.39,851.0
11351,0,1,0,0,0,52.7,20.5,28.5,0.0,4.2,37.7,71.11,313.0
11352,0,0,1,0,0,47.4,37.8,36.6,0.54,7.3,93.4,78.45,863.0
11353,0,0,0,1,0,45.8,30.9,31.8,0.03,13.5,79.8,77.45,243.0
11354,0,0,0,0,1,49.7,26.2,46.1,0.0,4.9,43.2,85.57,1002.0
11355,1,0,0,0,0,39.4,31.5,23.9,0.15,11.7,98.0,83.15,871.0
11356,0,1,0,0,0,35.3,27.1,21.3,0.0,8.8,75.8,62.08,272.0
11357,0,0,1,0,0,48.5,23.2,29.0,0.0,12.7,48.4,79.0,854.0
11358,0,0,0,1,0,59.7,27.5,38.3,0.0,3.6,39.5,77.97,295.0
11359,0,0,0,0,1,62.8,31.1,44.5,0.0,5.4,31.6,71.69,967.0
11360,1,0,0,0,0,65.7,39.3,37.3,0.02,12.6,79.9,71.59,870.0
11361,0,1,0,0,0,59.1,42.9,43.7,0.02,11.0,66.4,83.36,280.0
11362,0,0,1,0,0,45.1,36.8,33.1,1.0,11.9,97.1,85.56,838.0
11363,0,0,0,1,0,47.9,27.8,24.8,0.0,6.0,42.5,70.0,301.0
11364,0,0,0,0,1,43.4,34.1,28.2,0.3,7.1,87.3,84.11,827.0
11365,1,0,0,0,0,40.6,32.9,25.5,0.02,10.3,100.0,83.25,901.0
11366,0,1,0,0,0,34.6,25.7,22.7,0.0,9.6,89.5,76.21,280.0
11367,0,0,1,0,0,46.0,22.1,23.0,0.0,4.4,60.9,75.94,948.0
11368,0,0,0,1,0,47.7,34.0,35.2,0.0,5.4,97.6,74.48,278.0
11369,0,0,0,0,1,50.7,36.4,32.3,0.04,15.9,64.5,78.16,861.0
11370,1,0,0,0,0,48.2,30.0,32.0,0.0,15.1,10.1,56.57,879.0
11371,0,1,0,0,0,56.9,26.5,34.9,0.0,11.4,39.8,59.71,308.0
11372,0,0,1,0,0,55.1,28.3,18.5,1.32,23.3,94.5,82.16,694.0
11373,0,0,0,1,0,26.4,14.8,3.9,0.05,16.5,87.6,75.42,236.0
11374,0,0,0,0,1,28.0,8.2,-1.6,0.02,9.8,22.8,76.62,891.0
11375,1,0,0,0,0,45.4,14.1,27.8,0.0,3.6,31.9,78.99,997.0
11376,0,1,0,0,0,41.9,28.3,26.7,0.0,3.3,88.5,88.64,296.0
11377,0,0,1,0,0,49.0,28.8,35.9,0.0,4.4,39.1,78.34,995.0
11378,0,0,0,1,0,55.6,34.4,30.7,0.0,12.0,58.1,67.86,251.0
11379,0,0,0,0,1,54.5,37.1,46.0,0.06,3.4,76.8,91.88,972.0
11380,1,0,0,0,0,59.6,44.0,45.5,0.57,10.4,81.5,87.51,875.0
11381,0,1,0,0,0,60.6,43.0,50.9,0.0,5.8,79.2,80.25,342.0
11382,0,0,1,0,0,48.2,38.8,32.9,0.02,12.2,99.0,83.66,895.0
11383,0,0,0,1,0,45.1,34.6,31.7,0.01,8.1,73.3,76.12,264.0
11384,0,0,0,0,1,43.4,35.3,30.9,0.12,13.8,98.9,82.94,838.0
11385,1,0,0,0,0,36.8,34.0,29.5,0.0,6.5,99.7,71.84,846.0
11386,0,1,0,0,0,41.5,32.3,26.5,0.0,6.1,83.9,71.17,291.0
11387,0,0,1,0,0,37.9,34.1,28.4,0.61,6.4,98.8,86.43,865.0
11388,0,0,0,1,0,34.1,29.6,26.0,0.0,6.8,99.7,71.5,276.0
11389,0,0,0,0,1,38.5,27.8,32.3,0.0,2.5,46.3,72.34,933.0
11390,1,0,0,0,0,37.5,28.0,33.4,0.19,3.0,85.8,91.22,931.0
11391,0,1,0,0,0,40.1,28.7,33.4,0.0,6.2,76.6,87.6,295.0
11392,0,0,1,0,0,40.1,27.3,36.2,0.0,3.9,43.6,78.45,938.0
11393,0,0,0,1,0,43.0,23.9,40.1,0.0,3.4,37.3,80.91,314.0
11394,0,0,0,0,1,40.1,30.5,28.1,0.06,9.3,68.6,79.9,836.0
11395,1,0,0,0,0,33.8,30.2,23.3,0.07,14.3,97.4,78.38,832.0
11396,0,1,0,0,0,39.4,32.9,24.3,0.0,11.2,99.9,70.76,259.0
11397,0,0,1,0,0,37.1,27.7,26.6,0.0,12.0,90.4,74.74,870.0
11398,0,0,0,1,0,43.5,27.0,31.0,0.0,6.2,73.3,72.1,274.0
11399,0,0,0,0,1,42.5,30.9,28.7,0.0,14.6,47.3,55.45,844.0
11400,1,0,0,0,0,40.9,30.6,30.0,0.18,6.8,93.7,87.59,898.0
11401,0,1,0,0,0,45.8,33.2,28.9,0.0,9.6,49.9,73.69,291.0
11402,0,0,1,0,0,39.0,25.6,25.9,0.0,4.7,3.9,49.79,968.0
11403,0,0,0,1,0,44.7,26.1,25.2,0.19,3.8,85.7,53.51,313.0
11404,0,0,0,0,1,51.4,37.3,42.5,1.6,4.7,99.5,95.47,814.0
11405,1,0,0,0,0,61.2,41.2,43.7,0.5,15.0,60.0,77.13,882.0
11406,0,1,0,0,0,52.8,36.3,29.0,0.18,13.2,71.4,73.43,233.0
11407,0,0,1,0,0,35.2,22.1,14.9,0.04,11.8,72.0,67.64,895.0
11408,0,0,0,1,0,33.7,20.4,14.6,0.0,5.7,29.0,61.8,266.0
11409,0,0,0,0,1,42.5,22.4,31.1,0.35,6.0,58.4,70.47,878.0
11410,1,0,0,0,0,46.9,36.8,33.6,0.32,6.3,95.7,87.2,849.0
11411,0,1,0,0,0,39.8,28.2,20.6,0.14,10.2,99.6,86.54,240.0
11412,0,0,1,0,0,30.7,26.6,17.1,0.03,11.5,82.1,70.13,870.0
11413,0,0,0,1,0,34.8,22.7,17.4,0.0,9.8,30.6,61.26,270.0
11414,0,0,0,0,1,43.9,20.2,27.9,0.17,5.8,74.0,67.79,862.0
11415,1,0,0,0,0,43.4,29.2,30.1,0.16,16.5,66.1,66.66,812.0
11416,0,1,0,0,0,44.3,24.4,31.1,0.05,9.7,60.9,64.44,271.0
11417,0,0,1,0,0,37.8,26.0,28.1,0.26,7.9,72.4,83.96,905.0
11418,0,0,0,1,0,50.7,23.0,20.6,0.0,3.9,12.6,66.07,313.0
11419,0,0,0,0,1,52.4,34.4,31.8,0.01,3.3,77.7,80.26,970.0
11420,1,0,0,0,0,60.3,39.8,38.9,0.0,6.3,82.9,73.89,924.0
11421,0,1,0,0,0,46.1,41.4,37.9,0.77,6.0,93.7,91.97,254.0
11422,0,0,1,0,0,43.3,39.3,33.9,0.31,7.7,100.0,90.88,845.0
11423,0,0,0,1,0,44.2,38.5,35.5,0.75,4.9,98.5,92.97,290.0
11424,0,0,0,0,1,43.3,37.9,34.7,0.0,5.8,96.6,86.97,904.0
11425,1,0,0,0,0,54.3,36.2,35.0,0.28,9.4,91.9,85.59,887.0
11426,0,1,0,0,0,48.9,22.8,15.7,0.02,17.1,99.3,79.2,228.0
11427,0,0,1,0,0,45.7,22.4,16.4,0.17,7.4,59.6,62.17,839.0
11428,0,0,0,1,0,43.5,33.4,29.3,1.16,5.9,97.8,89.88,250.0
11429,0,0,0,0,1,39.9,27.8,22.0,0.03,8.3,86.9,81.15,864.0
11430,1,0,0,0,0,38.6,22.8,14.9,0.0,9.9,39.1,65.29,883.0
11431,0,1,0,0,0,50.0,22.1,21.1,0.0,8.4,26.7,54.26,282.0
11432,0,0,1,0,0,49.4,38.3,34.2,0.59,11.3,68.4,64.99,822.0
11433,0,0,0,1,0,58.2,30.9,31.3,0.0,15.0,2.8,57.78,258.0
11434,0,0,0,0,1,66.0,32.9,42.9,0.0,14.1,21.0,52.38,913.0
11435,1,0,0,0,0,58.4,44.2,42.9,0.0,5.4,44.7,43.03,957.0
11436,0,1,0,0,0,48.9,42.9,38.3,0.81,9.1,91.1,67.75,241.0
11437,0,0,1,0,0,52.9,42.6,39.2,0.48,6.0,99.0,94.19,880.0
11438,0,0,0,1,0,71.6,52.0,62.1,0.23,14.6,89.5,78.1,280.0
11439,0,0,0,0,1,60.4,39.2,34.4,0.86,11.0,88.6,68.32,790.0
11440,1,0,0,0,0,46.5,32.7,29.9,0.0,6.4,52.3,50.08,911.0
11441,0,1,0,0,0,54.3,29.8,35.9,0.0,7.5,3.7,53.41,299.0
11442,0,0,1,0,0,58.4,31.7,36.7,0.0,12.6,8.5,47.27,879.0
11443,0,0,0,1,0,44.1,33.0,27.9,0.0,8.4,32.9,39.8,304.0
11444,0,0,0,0,1,47.7,31.9,32.6,0.0,10.9,38.1,37.85,917.0
11445,1,0,0,0,0,52.2,21.8,33.8,0.0,13.1,18.4,43.58,871.0
11446,0,1,0,0,0,60.4,22.2,49.0,0.0,8.7,19.0,38.95,262.0
11447,0,0,1,0,0,64.5,26.9,44.8,0.0,11.5,39.7,44.39,900.0
11448,0,0,0,1,0,71.6,31.2,29.3,0.0,9.0,32.6,45.44,284.0
11449,0,0,0,0,1,70.7,40.2,55.6,0.0,17.9,44.1,49.65,845.0
11450,1,0,0,0,0,63.3,45.1,54.1,0.13,4.8,88.1,78.53,977.0
11451,0,1,0,0,0,63.6,45.0,42.0,0.01,5.5,90.1,61.37,300.0
11452,0,0,1,0,0,60.3,36.4,48.4,0.04,5.6,60.1,50.99,945.0
11453,0,0,0,1,0,64.8,46.3,44.1,0.05,12.0,93.3,51.23,278.0
11454,0,0,0,0,1,65.2,43.3,39.7,0.08,12.6,91.4,74.01,856.0
11455,1,0,0,0,0,71.1,50.4,60.6,0.17,8.5,86.0,73.66,917.0
11456,0,1,0,0,0,68.8,51.7,59.4,1.03,12.3,89.8,81.5,250.0
11457,0,0,1,0,0,52.7,42.7,39.9,0.35,15.9,83.1,72.97,836.0
11458,0,0,0,1,0,61.0,29.9,26.5,0.0,10.5,8.4,43.28,284.0
11459,0,0,0,0,1,65.3,34.3,35.9,0.0,11.3,10.1,40.19,878.0
11460,1,0,0,0,0,69.2,37.2,35.3,0.0,8.7,24.9,41.43,962.0
11461,0,1,0,0,0,66.5,45.8,45.1,0.0,13.1,74.5,60.11,272.0
11462,0,0,1,0,0,74.9,57.1,64.7,0.05,13.7,81.4,60.08,911.0
11463,0,0,0,1,0,65.1,51.9,58.4,1.27,8.8,84.5,85.4,247.0
11464,0,0,0,0,1,72.4,52.5,64.4,0.15,13.0,62.1,61.56,893.0
11465,1,0,0,0,0,58.9,42.2,46.2,1.3,18.1,60.8,84.72,782.0
11466,0,1,0,0,0,65.3,48.5,43.5,1.15,18.9,89.7,79.62,260.0
11467,0,0,1,0,0,61.3,32.0,35.6,0.0,13.1,10.0,50.34,905.0
11468,0,0,0,1,0,73.4,36.1,55.4,0.0,12.1,19.1,53.55,311.0
11469,0,0,0,0,1,64.1,40.6,35.8,0.97,14.0,86.6,82.49,779.0
11470,1,0,0,0,0,39.4,31.5,22.8,0.04,15.9,89.7,65.15,857.0
11471,0,1,0,0,0,46.1,27.6,20.2,0.0,13.2,35.8,39.09,241.0
11472,0,0,1,0,0,58.6,23.4,41.4,0.0,7.0,5.2,47.95,950.0
11473,0,0,0,1,0,68.4,31.6,49.4,0.0,11.2,1.2,49.91,284.0
11474,0,0,0,0,1,73.4,37.5,54.6,0.0,7.9,13.4,53.17,1027.0
11475,1,0,0,0,0,75.2,40.1,58.0,0.0,12.5,18.0,56.83,924.0
11476,0,1,0,0,0,80.0,43.9,79.0,0.0,4.9,28.9,57.6,319.0
11477,0,0,1,0,0,75.2,50.5,62.1,0.11,12.7,58.4,64.26,902.0
11478,0,0,0,1,0,78.6,53.5,65.0,0.07,13.5,42.8,58.2,301.0
11479,0,0,0,0,1,71.2,52.8,61.3,0.28,13.5,65.0,77.18,917.0
11480,1,0,0,0,0,67.5,53.4,59.3,0.02,20.4,52.0,63.09,872.0
11481,0,1,0,0,0,74.1,41.0,42.3,0.0,20.0,1.8,46.99,268.0
11482,0,0,1,0,0,66.7,45.4,57.0,0.01,5.6,47.5,61.05,956.0
11483,0,0,0,1,0,75.6,46.8,60.1,0.13,14.2,58.6,66.72,287.0
11484,0,0,0,0,1,61.0,46.2,42.7,0.02,17.2,68.5,59.96,834.0
11485,1,0,0,0,0,62.1,31.8,44.9,0.0,9.1,35.2,56.66,900.0
11486,0,1,0,0,0,59.4,38.9,50.2,0.0,8.6,88.3,62.22,283.0
11487,0,0,1,0,0,64.0,46.1,46.2,0.0,7.6,87.2,53.36,898.0
11488,0,0,0,1,0,63.3,46.4,46.1,0.02,10.8,70.6,54.53,266.0
11489,0,0,0,0,1,72.8,38.5,55.9,0.0,14.8,31.3,56.9,942.0
11490,1,0,0,0,0,55.7,34.4,30.7,0.03,15.8,82.2,59.03,826.0
11491,0,1,0,0,0,53.6,25.8,31.1,0.0,14.3,23.2,55.61,305.0
11492,0,0,1,0,0,57.3,28.8,44.1,0.0,10.6,36.8,58.16,893.0
11493,0,0,0,1,0,57.4,44.0,43.8,0.76,8.5,57.8,80.51,301.0
11494,0,0,0,0,1,63.2,47.7,48.3,0.04,10.7,51.4,69.64,959.0
11495,1,0,0,0,0,77.3,37.8,47.7,0.0,5.3,12.9,58.33,984.0
11496,0,1,0,0,0,81.6,47.9,80.6,0.0,9.1,23.5,58.97,288.0
11497,0,0,1,0,0,81.2,58.7,81.4,0.0,14.6,73.3,65.66,958.0
11498,0,0,0,1,0,77.7,58.8,68.6,0.03,18.1,83.9,72.42,269.0
11499,0,0,0,0,1,72.7,51.0,63.4,0.09,17.6,40.5,55.24,899.0
11500,1,0,0,0,0,86.5,66.4,88.9,0.0,6.4,57.1,77.67,1046.0
11501,0,1,0,0,0,87.8,66.8,89.2,0.0,10.4,41.4,74.5,344.0
11502,0,0,1,0,0,89.0,65.6,91.5,0.0,6.9,39.4,76.62,1022.0
11503,0,0,0,1,0,86.9,66.8,91.1,0.0,10.4,52.0,80.55,330.0
11504,0,0,0,0,1,85.4,68.2,90.3,0.42,6.5,49.8,82.33,998.0
11505,1,0,0,0,0,82.6,70.2,85.9,0.58,12.8,67.5,83.84,865.0
11506,0,1,0,0,0,82.3,69.6,83.7,0.0,5.5,67.4,80.26,329.0
11507,0,0,1,0,0,82.6,69.7,86.3,0.25,4.6,71.3,86.65,1050.0
11508,0,0,0,1,0,82.8,70.1,87.7,0.29,5.3,60.9,87.33,329.0
11509,0,0,0,0,1,86.8,70.4,92.4,0.14,14.2,55.2,85.54,952.0
11510,1,0,0,0,0,86.9,68.9,90.6,0.02,18.8,61.1,84.03,871.0
11511,0,1,0,0,0,85.1,69.5,86.7,0.15,12.1,59.4,79.68,332.0
11512,0,0,1,0,0,79.2,58.0,68.6,0.0,6.9,36.3,69.77,1007.0
11513,0,0,0,1,0,81.8,53.0,80.7,0.0,4.0,10.1,72.15,371.0
